method,beta,fold,seed,task_id,pos_mean,neg_mean,gap_distance
zero_shot_clap,0.0,2,1,4,0.3709487020969391,0.027232591062784195,0.7773839217729641
zero_shot_clap,0.0,2,1,5,0.3743971586227417,0.03131640702486038,0.7712805987166119
zero_shot_clap,0.0,2,1,6,0.3732389509677887,0.030155688524246216,0.7653612458389356
zero_shot_clap,0.0,2,1,7,0.37718406319618225,0.03209295496344566,0.7629130563792363
zero_shot_clap,0.0,2,1,8,0.3803519308567047,0.026747984811663628,0.755949844715579
zero_shot_clap,0.0,2,1,9,0.37997373938560486,0.02759508788585663,0.7615036733084755
zero_shot_clap,0.0,2,1,10,0.3840370178222656,0.02743900567293167,0.7608156474277445
naive_adapter,0.0,2,1,1,0.44858893752098083,0.005725279450416565,0.7421758666830988
naive_adapter,0.0,2,1,2,0.45442572236061096,0.014957623556256294,0.7187972821163452
naive_adapter,0.0,2,1,3,0.39270907640457153,-0.03977678716182709,0.7882058934936002
naive_adapter,0.0,2,1,4,0.4118182063102722,0.015466737560927868,0.7856876905402893
naive_adapter,0.0,2,1,5,0.3746923506259918,-0.01506964210420847,0.8163588662169429
naive_adapter,0.0,2,1,6,0.35944876074790955,-0.02694939449429512,0.8286034872637709
naive_adapter,0.0,2,1,7,0.375693678855896,-0.005161082837730646,0.7923804505485241
naive_adapter,0.0,2,1,8,0.3443661630153656,-0.038688335567712784,0.8461172700755755
naive_adapter,0.0,2,1,9,0.3947049081325531,0.007887844927608967,0.7817040356200712
naive_adapter,0.0,2,1,10,0.37625983357429504,-0.020703721791505814,0.7765760553532193
mgp_only,0.0,2,1,1,0.3449860215187073,0.044027093797922134,0.8221032574958119
mgp_only,0.0,2,1,2,0.3914375603199005,0.03945699334144592,0.7764676655246905
mgp_only,0.0,2,1,3,0.3973616063594818,0.04020993411540985,0.7507739263643293
mgp_only,0.0,2,1,4,0.3935861587524414,0.04164055362343788,0.7403281582738328
mgp_only,0.0,2,1,5,0.4041324257850647,0.051590386778116226,0.7203227092154705
mgp_only,0.0,2,1,6,0.4005400240421295,0.047349583357572556,0.7178775152788215
mgp_only,0.0,2,1,7,0.4039231538772583,0.047784432768821716,0.7125200923078852
mgp_only,0.0,2,1,8,0.4056262969970703,0.03895595669746399,0.7035245268293916
mgp_only,0.0,2,1,9,0.4188499450683594,0.04997190833091736,0.6856383022905381
mgp_only,0.0,2,1,10,0.4179238975048065,0.04376279562711716,0.689196394383744
mgc_only,4.0,2,1,1,0.4427487254142761,0.008323323912918568,0.740543660157885
mgc_only,4.0,2,1,2,0.45573148131370544,0.020093170925974846,0.7146192690425687
mgc_only,4.0,2,1,3,0.3864564299583435,-0.03975348547101021,0.7902750832843334
mgc_only,4.0,2,1,4,0.4015480577945709,0.014332110993564129,0.8009736294221234
mgc_only,4.0,2,1,5,0.37713733315467834,-0.012333480641245842,0.8156967959922043
mgc_only,4.0,2,1,6,0.33869531750679016,-0.04101560264825821,0.8666761676565493
mgc_only,4.0,2,1,7,0.37542545795440674,-0.00661222031340003,0.795212315300956
mgc_only,4.0,2,1,8,0.34928616881370544,-0.03495236486196518,0.8412110642716181
mgc_only,4.0,2,1,9,0.40065425634384155,0.012397563084959984,0.7651256437142302
mgc_only,4.0,2,1,10,0.38311171531677246,-0.013693977147340775,0.7618397644609546
mgp_mgc,4.0,2,1,1,0.3450644016265869,0.04418910667300224,0.8218507618505917
mgp_mgc,4.0,2,1,2,0.3910312056541443,0.039091069251298904,0.7768090459178006
mgp_mgc,4.0,2,1,3,0.3971312344074249,0.039884526282548904,0.7510682106052732
mgp_mgc,4.0,2,1,4,0.39289748668670654,0.04087913781404495,0.7410921269582288
mgp_mgc,4.0,2,1,5,0.4038509726524353,0.05105191841721535,0.7207488736797086
mgp_mgc,4.0,2,1,6,0.40004730224609375,0.046695463359355927,0.7186607226835063
mgp_mgc,4.0,2,1,7,0.4030865430831909,0.047079626470804214,0.7137904694385533
mgp_mgc,4.0,2,1,8,0.40546345710754395,0.038758017122745514,0.7039618322052368
mgp_mgc,4.0,2,1,9,0.4170770049095154,0.04782870411872864,0.6881225270928076
mgp_mgc,4.0,2,1,10,0.416667103767395,0.04198663309216499,0.6909234013232046
zero_shot_clap,0.0,3,1,1,0.3785765767097473,0.03215140849351883,0.8081072309531989
zero_shot_clap,0.0,3,1,2,0.38888615369796753,0.03305880352854729,0.7803938373997822
zero_shot_clap,0.0,3,1,3,0.3886803388595581,0.024959363043308258,0.7712801049247716
zero_shot_clap,0.0,3,1,4,0.3763926029205322,0.019520847126841545,0.7791381788596178
zero_shot_clap,0.0,3,1,5,0.37827545404434204,0.02199353091418743,0.7748277229928145
zero_shot_clap,0.0,3,1,6,0.38025981187820435,0.024824708700180054,0.7672708028515105
zero_shot_clap,0.0,3,1,7,0.3809676468372345,0.0276542566716671,0.7650068667356923
zero_shot_clap,0.0,3,1,8,0.38454246520996094,0.02531398832798004,0.7538782583911794
zero_shot_clap,0.0,3,1,9,0.3835735619068146,0.026087159290909767,0.7588448352798229
zero_shot_clap,0.0,3,1,10,0.38738563656806946,0.026346391066908836,0.7574214496219209
naive_adapter,0.0,3,1,1,0.44116440415382385,0.011189619079232216,0.7501090551575754
naive_adapter,0.0,3,1,2,0.4569871425628662,0.02913244627416134,0.7073798003396142
naive_adapter,0.0,3,1,3,0.3777265250682831,-0.05135275796055794,0.7960029887354705
naive_adapter,0.0,3,1,4,0.39158281683921814,-0.00042812290485017,0.7998242290291688
naive_adapter,0.0,3,1,5,0.378561407327652,-0.024429302662611008,0.8051438735971077
naive_adapter,0.0,3,1,6,0.3398994505405426,-0.04927583783864975,0.8589798136130596
naive_adapter,0.0,3,1,7,0.3833962678909302,-0.006926448550075293,0.7974911327911859
naive_adapter,0.0,3,1,8,0.36414551734924316,-0.02795669436454773,0.8273194441680852
naive_adapter,0.0,3,1,9,0.39378687739372253,0.008619002997875214,0.7804900049820617
naive_adapter,0.0,3,1,10,0.37255507707595825,-0.02634466625750065,0.7778271699332244
mgp_only,0.0,3,1,1,0.3797770142555237,0.03291862830519676,0.8066389807543831
mgp_only,0.0,3,1,2,0.39375877380371094,0.03623759001493454,0.7737781065714888
mgp_only,0.0,3,1,3,0.39979082345962524,0.03112110123038292,0.7536279968482973
mgp_only,0.0,3,1,4,0.39821693301200867,0.03340992331504822,0.7457579901955477
mgp_only,0.0,3,1,5,0.407439649105072,0.042225372046232224,0.7273908347521882
mgp_only,0.0,3,1,6,0.4073200225830078,0.04188342019915581,0.7237929033621617
mgp_only,0.0,3,1,7,0.4085995852947235,0.0442679338157177,0.7164205971663147
mgp_only,0.0,3,1,8,0.4127015173435211,0.03996929153800011,0.7007879903983906
mgp_only,0.0,3,1,9,0.42362916469573975,0.050218239426612854,0.6863172957333259
mgp_only,0.0,3,1,10,0.4209744930267334,0.04316851496696472,0.6898651217678368
mgc_only,4.0,3,1,1,0.43731221556663513,0.01106816716492176,0.7506719024110129
mgc_only,4.0,3,1,2,0.4364004135131836,0.015189066529273987,0.7197464908146382
mgc_only,4.0,3,1,3,0.36061355471611023,-0.057124484330415726,0.8106073667057843
mgc_only,4.0,3,1,4,0.3846963047981262,0.003320450894534588,0.8055142020974068
mgc_only,4.0,3,1,5,0.37717026472091675,-0.024541955441236496,0.8006538748527711
mgc_only,4.0,3,1,6,0.3374583423137665,-0.04982375353574753,0.8632570357459177
mgc_only,4.0,3,1,7,0.3797151744365692,-0.007594082038849592,0.7926877491530913
mgc_only,4.0,3,1,8,0.3630945682525635,-0.031033501029014587,0.8184280497717613
mgc_only,4.0,3,1,9,0.39287927746772766,0.001611193991266191,0.7750598268562847
mgc_only,4.0,3,1,10,0.3873446583747864,-0.017719054594635963,0.7582529052493016
mgp_mgc,4.0,3,1,1,0.3797110915184021,0.03283492103219032,0.8066439584629992
mgp_mgc,4.0,3,1,2,0.3933769762516022,0.03590785712003708,0.7742291008829254
mgp_mgc,4.0,3,1,3,0.3988990783691406,0.03037784807384014,0.7552665503901826
mgp_mgc,4.0,3,1,4,0.39662057161331177,0.03201978653669357,0.7482019768948663
mgp_mgc,4.0,3,1,5,0.40520957112312317,0.04001152142882347,0.7304987842264246
mgp_mgc,4.0,3,1,6,0.40611597895622253,0.04058666154742241,0.7255840682729585
mgp_mgc,4.0,3,1,7,0.40886247158050537,0.044044557958841324,0.7160189309252283
mgp_mgc,4.0,3,1,8,0.41390466690063477,0.04102160409092903,0.699802710111144
mgp_mgc,4.0,3,1,9,0.42429253458976746,0.05057504400610924,0.6858086696179522
mgp_mgc,4.0,3,1,10,0.4234681725502014,0.04555271565914154,0.6872903283929285
zero_shot_clap,0.0,4,1,1,0.3847540020942688,0.03520508110523224,0.817397777717593
zero_shot_clap,0.0,4,1,2,0.39923423528671265,0.027004724368453026,0.7921219909313899
zero_shot_clap,0.0,4,1,3,0.4013848602771759,0.02429124340415001,0.7792419791052764
zero_shot_clap,0.0,4,1,4,0.3754926323890686,0.019371284171938896,0.7877807401908847
zero_shot_clap,0.0,4,1,5,0.3805467188358307,0.022240279242396355,0.782606352493233
zero_shot_clap,0.0,4,1,6,0.38392436504364014,0.024731125682592392,0.7740634628862959
zero_shot_clap,0.0,4,1,7,0.3903210759162903,0.027649540454149246,0.7698164511302951
zero_shot_clap,0.0,4,1,8,0.39172402024269104,0.024515947327017784,0.7590584693278709
zero_shot_clap,0.0,4,1,9,0.3910510241985321,0.025289587676525116,0.7649241558351239
zero_shot_clap,0.0,4,1,10,0.39278358221054077,0.02542560175061226,0.7631810002595454
naive_adapter,0.0,4,1,1,0.46238622069358826,0.007470953278243542,0.7546937049435849
naive_adapter,0.0,4,1,2,0.47871190309524536,0.016015736386179924,0.71039058271378
naive_adapter,0.0,4,1,3,0.40747684240341187,-0.05784809589385986,0.7980312799865038
naive_adapter,0.0,4,1,4,0.4217616021633148,0.0032228827476501465,0.7927519936664202
naive_adapter,0.0,4,1,5,0.38535091280937195,-0.025787847116589546,0.8277601401537422
naive_adapter,0.0,4,1,6,0.37164053320884705,-0.03892181068658829,0.8352372445491247
naive_adapter,0.0,4,1,7,0.39779946208000183,-0.008999178186058998,0.7923715963321203
naive_adapter,0.0,4,1,8,0.3661908507347107,-0.03271941468119621,0.8336939564756884
naive_adapter,0.0,4,1,9,0.40796855092048645,0.0170091912150383,0.7677864754643522
naive_adapter,0.0,4,1,10,0.39637261629104614,-0.01212974451482296,0.7468719020887455
mgp_only,0.0,4,1,1,0.3863489031791687,0.03596871346235275,0.8154318069412498
mgp_only,0.0,4,1,2,0.40478983521461487,0.030422676354646683,0.7840377345792401
mgp_only,0.0,4,1,3,0.41462433338165283,0.031590189784765244,0.7589357438126011
mgp_only,0.0,4,1,4,0.3988367021083832,0.03384064510464668,0.7505492518618881
mgp_only,0.0,4,1,5,0.4117649793624878,0.04375059902667999,0.7308903457100498
mgp_only,0.0,4,1,6,0.4119125008583069,0.04221900925040245,0.7274430982554538
mgp_only,0.0,4,1,7,0.4190526604652405,0.04482164606451988,0.717433742680529
mgp_only,0.0,4,1,8,0.419281005859375,0.03849208727478981,0.7041598472871324
mgp_only,0.0,4,1,9,0.4307712912559509,0.048316095024347305,0.6897387963322439
mgp_only,0.0,4,1,10,0.4287005364894867,0.043303921818733215,0.6892715823732595
mgc_only,4.0,4,1,1,0.45937687158584595,0.005718155298382044,0.7544471225615351
mgc_only,4.0,4,1,2,0.480253130197525,0.01944279670715332,0.70681010703561
mgc_only,4.0,4,1,3,0.40643176436424255,-0.052056603133678436,0.79151783953378
mgc_only,4.0,4,1,4,0.42602473497390747,0.009599964134395123,0.77987369050797
mgc_only,4.0,4,1,5,0.39393433928489685,-0.01936846598982811,0.8063191455040446
mgc_only,4.0,4,1,6,0.3647420108318329,-0.04090987518429756,0.8417501091651526
mgc_only,4.0,4,1,7,0.40108904242515564,-2.9245544283185154e-05,0.7788067227328981
mgc_only,4.0,4,1,8,0.37443050742149353,-0.02245938964188099,0.825804356408257
mgc_only,4.0,4,1,9,0.4067290127277374,0.012253687717020512,0.7732791119125816
mgc_only,4.0,4,1,10,0.38583943247795105,-0.020034177228808403,0.7597084785544368
mgp_mgc,4.0,4,1,1,0.38642534613609314,0.036107879132032394,0.815170599117815
mgp_mgc,4.0,4,1,2,0.40549787878990173,0.031033743172883987,0.782823096462169
mgp_mgc,4.0,4,1,3,0.4150395393371582,0.031784072518348694,0.7575795333596707
mgp_mgc,4.0,4,1,4,0.39958882331848145,0.03435716778039932,0.7484550662433606
mgp_mgc,4.0,4,1,5,0.4120131731033325,0.04379569739103317,0.729207463030253
mgp_mgc,4.0,4,1,6,0.4123702645301819,0.04266403988003731,0.7259863164606384
mgp_mgc,4.0,4,1,7,0.41771239042282104,0.04386600852012634,0.7194557936206115
mgp_mgc,4.0,4,1,8,0.41999053955078125,0.03918233513832092,0.7034434435616208
mgp_mgc,4.0,4,1,9,0.43236711621284485,0.04985218495130539,0.6880193505390745
mgp_mgc,4.0,4,1,10,0.43012696504592896,0.044821299612522125,0.6877404654022454
zero_shot_clap,0.0,5,1,1,0.3797770142555237,0.03821052238345146,0.8001274797672794
zero_shot_clap,0.0,5,1,2,0.4060320258140564,0.04009382054209709,0.7791568320995007
zero_shot_clap,0.0,5,1,3,0.40039950609207153,0.033779703080654144,0.7712908864365468
zero_shot_clap,0.0,5,1,4,0.37374424934387207,0.023679839447140694,0.7793520032233243
zero_shot_clap,0.0,5,1,5,0.3776276409626007,0.025316504761576653,0.7771453093615378
zero_shot_clap,0.0,5,1,6,0.3796718716621399,0.027373144403100014,0.769015780309627
zero_shot_clap,0.0,5,1,7,0.38273128867149353,0.029862970113754272,0.765620270237274
zero_shot_clap,0.0,5,1,8,0.3841835856437683,0.028885146602988243,0.7537849987467294
zero_shot_clap,0.0,5,1,9,0.38447433710098267,0.030847366899251938,0.759777512100861
zero_shot_clap,0.0,5,1,10,0.3883536458015442,0.031202197074890137,0.7581395869275204
naive_adapter,0.0,5,1,1,0.45598334074020386,0.010276621207594872,0.7320953916569696
naive_adapter,0.0,5,1,2,0.47886165976524353,0.0277267936617136,0.6998945973736329
naive_adapter,0.0,5,1,3,0.39885157346725464,-0.051083605736494064,0.7990956312682415
naive_adapter,0.0,5,1,4,0.4077976644039154,0.004333565942943096,0.7909722880479254
naive_adapter,0.0,5,1,5,0.37759506702423096,-0.02249171957373619,0.823008000605472
naive_adapter,0.0,5,1,6,0.37001869082450867,-0.032275062054395676,0.8203712456388271
naive_adapter,0.0,5,1,7,0.39077210426330566,0.0037459132727235556,0.7891599295064206
naive_adapter,0.0,5,1,8,0.38271015882492065,-0.004916192963719368,0.7952316956149129
naive_adapter,0.0,5,1,9,0.4115227460861206,0.02344617061316967,0.7451304732231222
naive_adapter,0.0,5,1,10,0.3912414610385895,-0.010032514110207558,0.7404343789621608
mgp_only,0.0,5,1,1,0.38136202096939087,0.03896302729845047,0.7981437691076168
mgp_only,0.0,5,1,2,0.41147249937057495,0.04339716210961342,0.77117000651914
mgp_only,0.0,5,1,3,0.4130569398403168,0.04032905772328377,0.7512656106105848
mgp_only,0.0,5,1,4,0.39661529660224915,0.03773688152432442,0.7436677724254717
mgp_only,0.0,5,1,5,0.4074549973011017,0.045763395726680756,0.7283538572323617
mgp_only,0.0,5,1,6,0.40768304467201233,0.04508861526846886,0.7228432687202816
mgp_only,0.0,5,1,7,0.409906268119812,0.04621656611561775,0.716139813562213
mgp_only,0.0,5,1,8,0.4140394628047943,0.0457269661128521,0.696332377618587
mgp_only,0.0,5,1,9,0.4274153709411621,0.05778958275914192,0.6804819615610389
mgp_only,0.0,5,1,10,0.4253157675266266,0.050478678196668625,0.682776593781469
mgc_only,4.0,5,1,1,0.4578765034675598,0.010634606704115868,0.7318524024528175
mgc_only,4.0,5,1,2,0.4785890579223633,0.024820636957883835,0.7028443522418444
mgc_only,4.0,5,1,3,0.4083877503871918,-0.04457473382353783,0.7856374164693259
mgc_only,4.0,5,1,4,0.41377750039100647,0.007907995954155922,0.7835254177238329
mgc_only,4.0,5,1,5,0.3846084475517273,-0.018158195540308952,0.8101240255371402
mgc_only,4.0,5,1,6,0.36744990944862366,-0.034850284457206726,0.8139836848418558
mgc_only,4.0,5,1,7,0.38548651337623596,-0.0005275917937979102,0.7928114714287539
mgc_only,4.0,5,1,8,0.37776270508766174,-0.014375370927155018,0.8016499781469886
mgc_only,4.0,5,1,9,0.4014580547809601,0.011499465443193913,0.7525773585121243
mgc_only,4.0,5,1,10,0.37150993943214417,-0.024416761472821236,0.7665651355662338
mgp_mgc,4.0,5,1,1,0.3811020255088806,0.03888596221804619,0.7985238494513911
mgp_mgc,4.0,5,1,2,0.41000595688819885,0.04241419583559036,0.7732141334494892
mgp_mgc,4.0,5,1,3,0.4105263948440552,0.03849392384290695,0.7548850189298083
mgp_mgc,4.0,5,1,4,0.39355143904685974,0.035240452736616135,0.748123968499756
mgp_mgc,4.0,5,1,5,0.4039754569530487,0.042710717767477036,0.7335678496634263
mgp_mgc,4.0,5,1,6,0.4054691195487976,0.04282144829630852,0.7259017893942187
mgp_mgc,4.0,5,1,7,0.409622460603714,0.045650236308574677,0.7160499817209576
mgp_mgc,4.0,5,1,8,0.4149065911769867,0.046289097517728806,0.6949407223199963
mgp_mgc,4.0,5,1,9,0.4283292889595032,0.058317333459854126,0.6786640860369627
mgp_mgc,4.0,5,1,10,0.42649388313293457,0.05140020698308945,0.6808044857455603
